Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
6	52066457	52118353	10	22041117	22093086	cccccc
6	52197318	52471537	10	22179406	22457550	cccccc
6	52496442	52870273	10	22484714	22851047	cccccc
6	52940841	53004175	10	23037510	23104765	cccccc
7	1	343167	11	179668	532743	cccccc
7	358198	780747	11	532910	956258	cccccc
7	855131	1009448	11	1042835	1190597	cccccc
7	1021581	1590958	11	1206605	1835402	cccccc
7	1599013	1688798	11	1842786	1947751	cccccc
7	1690884	1741385	11	1951382	1997591	cccccc
7	1755917	1853408	11	1997601	2098864	cccccc
7	1893856	2040831	11	2126630	2271331	cccccc
7	2064668	2256661	11	2283774	2488248	cccccc
7	2300526	2483077	11	2530921	2711408	cccccc
7	2595428	2765751	11	2794883	2954185	cccccc
7	2812797	2949750	11	2977237	3106030	cccccc
7	2950302	3256705	11	3106351	3407468	cccccc
7	3256720	3701844	11	3413264	3855408	cccccc
7	3707093	4298909	11	3860479	4410665	cccccc
7	4308641	4633889	11	4445858	4753938	cccccc
7	4816769	5105951	11	4777694	5132380	cccccc
7	5143127	5306283	11	5169758	5346183	cccccc
7	5378571	5545149	11	5355146	5522190	cccccc
7	5656104	5841214	11	5529882	5705396	cccccc
7	5889544	5987286	11	5731748	5821642	cccccc
7	5988624	6069147	11	5830380	5918675	cccccc
7	6076438	6173766	11	5955891	6051046	cccccc
7	6237284	6451830	11	6122451	6343905	cccccc
7	6517545	6649196	11	6398461	6531535	cccccc
7	6671488	7241627	11	6570425	7134441	cccccc
7	7241815	8054793	11	7135588	7954212	cccccc
7	8060362	8318340	11	7954740	8215243	cccccc
7	8402523	9282162	11	8215444	9095849	cccccc
7	9288039	9730609	11	9148088	9553990	cccccc
7	9752545	10047059	11	9586083	9871372	cccccc
7	10614991	11880160	11	10313519	11505584	cccccc
7	11898623	12029021	11	11521219	11738473	cccccc
7	12038415	12847762	11	11739098	12611884	cccccc
7	12897022	12954564	11	12753468	12806562	cccccc
7	13124449	13363151	11	12856670	13118244	cccccc
7	13453338	13555081	11	13251929	13354117	cccccc
7	13559489	13666117	11	13355255	13450084	cccccc
7	13730857	13980417	11	13508976	13742001	cccccc
7	14006849	14260671	11	13761750	14028170	cccccc
7	14420153	14902109	11	14094171	14548497	cccccc
7	15085015	15180305	11	14587430	14655699	cccccc
7	15392921	16594026	11	14937857	16239106	cccccc
7	16594017	17382067	11	16240956	17026933	cccccc
7	17479824	18914470	11	17106302	18531870	cccccc
7	21507906	22537274	11	20952131	21969429	cccccc
7	22528443	23041654	11	23451674	23974539	cccccc
7	23090932	23159468	11	24052023	24130929	cccccc
7	23172109	23255800	11	24140569	24223993	cccccc
7	23261576	23408015	11	24234842	24392940	cccccc
7	23409998	23462788	11	24398158	24443560	cccccc
7	23634000	24802381	11	24595167	25734458	cccccc
7	24830536	25236016	11	26122809	26516361	cccccc
7	25236895	25883406	11	26526936	27167305	cccccc
7	25892542	26053508	11	27167964	27330001	cccccc
7	26331469	26918165	11	27366609	27941540	cccccc
7	26927988	27098281	11	27942328	28113407	cccccc
7	27126246	27346714	11	28135142	28338343	cccccc
7	27387854	27957656	11	28470654	29127263	cccccc
7	27957652	28082748	11	29129406	29236499	cccccc
7	28097405	28161936	11	29262051	29326624	cccccc
7	28173453	28619230	11	29330293	29822419	cccccc
7	28670466	28734982	11	29857472	29943098	cccccc
7	28743460	30214973	11	29943420	31393926	cccccc
7	30383603	30775526	11	31443199	31840308	cccccc
7	30791752	31129063	11	31846747	32191138	cccccc
7	31272595	31365096	11	32355541	32447581	cccccc
7	31365266	31432297	11	32457139	32527957	cccccc
7	31458534	31662927	11	32549305	32749690	cccccc
7	31802778	31891018	11	32821151	32909457	cccccc
7	31895775	32113637	11	32920261	33094485	cccccc
7	32139093	32834360	11	33095720	33795160	cccccc
7	32841988	32907160	11	33795247	33861175	cccccc
7	32911019	32994095	11	33865000	33938071	cccccc
7	32998686	33056090	11	33956757	34014142	cccccc
7	33058735	33478836	11	34014381	34441866	cccccc
7	33489414	34501546	11	34448293	35497624	cccccc
7	34501641	34563135	11	35507098	35564080	cccccc
7	34588632	34901359	11	35582251	35900338	cccccc
7	34996641	35163769	11	35989219	36131459	cccccc
7	35314830	36572648	11	36272177	37583619	cccccc
7	36581942	37020627	11	37587717	37996731	cccccc
7	37030150	37198763	11	38008854	38177504	cccccc
7	37321726	37739568	11	38309193	38730975	cccccc
7	37740854	38090651	11	38751661	39103833	cccccc
7	38091503	38636452	11	39110998	39654265	cccccc
7	38639144	38706784	11	39663171	39730677	cccccc
7	38706778	38824456	11	39745181	39847649	cccccc
7	38963303	39333189	11	39944904	40332901	cccccc
7	39402655	39623977	11	40376738	40605642	cccccc
7	39673038	40268545	11	40626788	41328053	cccccc
7	40274117	40352400	11	41346098	41410849	cccccc
7	40390428	40475855	11	41439548	41525641	cccccc
7	40475760	40721746	11	41527336	41762385	cccccc
7	40722838	40894284	11	41762871	41952788	cccccc
7	40952192	41083852	11	41975846	42107294	cccccc
7	41067330	41136288	12	1	68934	cccccc
7	41136287	41228251	12	69288	159804	cccccc
7	41228224	41360426	12	160029	276881	cccccc
7	41397045	42231071	12	306139	1133822	cccccc
7	42256382	42418440	12	1159130	1325515	cccccc
7	42418759	42626298	12	1325918	1531656	cccccc
7	42652167	43147211	12	1581827	2077209	cccccc
7	43148006	43556970	12	2083706	2495425	cccccc
7	43578828	43735777	12	2518595	2663497	cccccc
7	43743469	43806839	12	2670044	2733403	cccccc
7	43807477	44143213	12	2733589	3065910	cccccc
7	44144995	44379537	12	3066957	3285979	cccccc
7	44381226	44491365	12	3298372	3419898	cccccc
7	44501060	46440291	12	3422509	5270689	cccccc
7	46440937	47196460	12	5270690	6030472	cccccc
7	47198193	47991540	12	6032726	6841221	cccccc
7	47992142	48055341	13	0	59165	cccccc
7	48055639	48138737	13	59384	142317	cccccc
7	48140650	48260832	13	142535	266866	cccccc
7	48260825	48311244	13	267306	330031	cccccc
7	48313398	48443267	13	333356	453070	cccccc
7	48443969	48533602	13	453215	529376	cccccc
7	48533810	48632465	13	531361	622300	cccccc
7	49005249	49557166	13	917340	1469996	cccccc
8	778	779900	14	4999379	5717683	cccccc
8	782515	846509	14	5719748	5786643	cccccc
8	846651	1157307	14	5787234	6093974	cccccc
8	1217821	1387252	14	6124878	6287562	cccccc
8	1387486	1578953	14	6289739	6480438	cccccc
8	1623920	2295380	14	6517264	7153797	cccccc
8	2295397	2379902	14	7154346	7238062	cccccc
8	2398571	2468378	14	7250313	7320127	cccccc
8	2489222	3059737	14	7392517	7987410	cccccc
8	3066743	3206898	14	7987856	8150353	cccccc
8	3208332	3306109	14	8150882	8258709	cccccc
8	3310332	3429706	14	8262040	8368721	cccccc
8	3475739	4650132	14	8426960	9626450	cccccc
8	4748288	6378301	14	9784946	11355904	cccccc
8	6430000	6623480	14	11389939	11578152	cccccc
8	6768517	6857468	14	11879645	11967123	cccccc
8	6895931	6980636	14	11979867	12067486	cccccc
8	7110979	7193973	14	12271217	12333059	cccccc
8	7241295	7486956	14	12362473	12617876	cccccc
8	7555430	7624779	14	12661606	12732661	cccccc
8	7628442	7875521	14	12747766	13019545	cccccc
8	8026703	8202347	14	13131162	13316196	cccccc
8	8207723	8384370	14	13316192	13494366	cccccc
8	8414297	9452839	14	13543092	14729904	cccccc
8	9458336	9516668	14	14730038	14788442	cccccc
8	9693140	9887135	14	14968762	15157491	cccccc
8	9991981	10932859	14	15365459	16361611	cccccc
8	10936449	11346668	14	16365223	16774397	cccccc
8	11352214	11646062	14	16784995	17055509	cccccc
8	11737344	12163095	14	17270419	17657440	cccccc
8	12246095	12397458	14	17659595	17810840	cccccc
8	12439003	12592678	14	17837618	18004692	cccccc
8	12645648	12696628	14	18056892	18109931	cccccc
8	12766706	12830871	14	18245441	18310850	cccccc
8	12835294	16250623	14	18314444	21723262	cccccc
8	16256569	16364654	14	21815420	21918997	cccccc
8	16366503	18059183	14	21918996	23624014	cccccc
8	18060145	18605260	14	23632367	24189434	cccccc
8	18605658	18820337	14	24197375	24412685	cccccc
8	18895352	19099636	14	24416424	24603126	cccccc
8	19103262	19236397	14	24603120	24733122	cccccc
8	19244263	19404745	14	24735200	24924384	cccccc
8	19460322	19800533	14	24981987	25293422	cccccc
8	19927520	20240178	14	25361590	25686171	cccccc
8	20263830	20802971	14	25733272	26404085	cccccc
8	20823688	21212356	14	26405735	26805343	cccccc
8	21297922	21571124	14	26860972	27106269	cccccc
8	21740574	22063361	14	27165152	27404825	cccccc
8	22230131	22319671	14	27556171	27645652	cccccc
8	22334169	22450657	14	27668522	27810924	cccccc
8	22461668	22550926	14	27815706	27903597	cccccc
8	23442935	23565291	14	28638556	28736289	cccccc
8	23585508	24069181	14	28744615	29278607	cccccc
8	24091655	24735717	14	29282599	29921478	cccccc
8	24769401	24847906	14	29948164	30045641	cccccc
8	24915909	25627045	14	30867522	31436903	cccccc
8	25679248	25831599	14	31485760	31628159	cccccc
8	25843194	26590547	14	31629155	32335412	cccccc
8	26774153	26931157	14	33596258	33778135	cccccc
8	26931153	27075603	14	33784979	33894593	cccccc
8	27184652	27458817	14	34004794	34267057	cccccc
8	27504331	28156920	14	34321280	34971451	cccccc
8	28183918	28318136	14	34986722	35122102	cccccc
8	28364249	29163749	14	35159724	35950282	cccccc
8	29878504	30057461	14	36134865	36306824	cccccc
8	30168138	30283102	14	36361345	36470747	cccccc
8	30326683	30520125	14	36498562	36652607	cccccc
8	30520125	30594921	14	36663620	36754387	cccccc
8	30688415	30979539	14	36896636	37189455	cccccc
8	30987613	31964075	14	37189626	38031229	cccccc
8	31984419	32113403	14	38047878	38159896	cccccc
8	32113399	32313738	14	38168581	38362903	cccccc
8	32313865	32477561	14	38363026	38522240	cccccc
8	32477637	32608132	14	38539567	38681031	cccccc
8	32609769	33603692	14	38682689	39718448	cccccc
8	33673561	33811293	14	43351928	43184030	cccccc
8	33811469	34192446	14	43166215	42777812	cccccc
8	34192857	34466220	14	42768402	42423570	cccccc
8	34468266	34568060	14	42340279	42220265	cccccc
8	34570822	34729232	14	42216712	42099267	cccccc
8	34736953	34999543	14	42097977	41859747	cccccc
8	35154622	35477703	14	41736103	41426625	cccccc
8	35478726	35610184	14	41411259	41290888	cccccc
8	35640197	35972239	14	41240166	40880817	cccccc
8	36038947	36152729	14	40802929	40688570	cccccc
8	36193438	36260669	14	40667341	40607448	cccccc
8	36365198	36719726	14	40520344	40165085	cccccc
8	36743641	36877239	14	40130000	40001639	cccccc
8	36941814	37066038	14	39939080	39805046	cccccc
8	37185760	38001026	14	43409399	44261919	cccccc
8	38025093	38324014	14	44271700	44558259	cccccc
8	38344791	38582437	14	44607460	44860164	cccccc
8	38584138	38730535	14	44960184	45116701	cccccc
8	38745761	38836026	14	45145081	45248664	cccccc
8	38872285	39129254	14	45281462	45554318	cccccc
8	39157210	39363522	14	45702510	45987384	cccccc
8	39549824	40653025	14	46130270	47291840	cccccc
8	40682156	40869262	14	47389352	47575872	cccccc
8	41163392	41240843	14	47869701	47931072	cccccc
8	41242750	41450570	14	47934173	48142785	cccccc
8	41453389	41522049	14	48143343	48211431	cccccc
8	41529220	41887144	14	48218603	48620023	cccccc
8	41887527	43013344	14	48620430	49808361	cccccc
8	43015304	43094335	14	49811087	49908979	cccccc
8	43115031	43225497	14	49916793	50033062	cccccc
8	43335348	43445928	14	50056893	50162059	cccccc
8	43445985	43570967	14	50166116	50289516	cccccc
8	43571147	43913508	14	50290446	50643251	cccccc
8	43916572	44108717	14	50646305	50837432	cccccc
8	44108731	44225753	14	50837477	50956166	cccccc
8	44228127	44519379	14	50960480	51268466	cccccc
8	44519372	44725560	14	51272901	51479416	cccccc
8	44733325	47521131	14	51496449	54254236	cccccc
8	47521435	47925386	14	54254573	54657295	cccccc
9	463	2448788	15	10902	2439025	cccccc
9	2449138	2745218	15	2439283	2734903	cccccc
9	2745916	3033797	15	2734910	3027564	cccccc
9	3034938	3200631	15	3027564	3197346	cccccc
9	3242787	3510825	15	3250612	3513310	cccccc
9	3511770	4462685	15	3513307	4476961	cccccc
9	4464498	7781267	15	4506330	7806458	cccccc
9	7781656	10089112	15	7806892	10137488	cccccc
9	10211681	10927616	15	10187977	10905274	cccccc
9	10928119	11072088	15	10905275	11096521	cccccc
9	11089107	11655384	15	11113606	11649902	cccccc
9	11655381	11815460	15	11653884	11820943	cccccc
9	11823266	12068030	15	11833106	12104826	cccccc
9	12082595	12649636	15	12104981	12674373	cccccc
9	12659010	13633450	15	12691199	13649736	cccccc
9	13633710	13730348	15	13650194	13745678	cccccc
9	13730759	13818680	15	13746545	13829546	cccccc
9	13822324	13968536	15	13833139	13978117	cccccc
9	13968904	17448850	15	13979653	17481559	cccccc
9	17463482	17805023	15	17481709	17811208	cccccc
9	17835071	18067330	15	17819218	18062972	cccccc
9	18067429	19582501	15	18086060	19610786	cccccc
9	19582663	19831479	15	19610958	19851267	cccccc
9	19867537	20001352	15	19898303	20037543	cccccc
9	20019383	20149007	15	20267677	20400784	cccccc
9	20152949	20424206	15	20404895	20676663	cccccc
9	20454487	21955082	15	20692283	22265534	cccccc
9	22877352	22933367	15	23946451	23998177	cccccc
9	23025342	23666749	15	24103921	24765898	cccccc
9	23711624	23880667	15	24779015	24948337	cccccc
9	23894895	24020978	15	24964345	25120244	cccccc
9	24030089	24375426	15	25121548	25500607	cccccc
9	24375888	24694129	15	25502994	25787687	cccccc
9	24694655	24808351	15	25797771	25920698	cccccc
9	25775807	25956036	15	27023320	27203857	cccccc
9	25966809	27189173	15	27214705	28504195	cccccc
9	27243450	27409126	15	28566670	28735680	cccccc
9	27409996	27619833	15	28744530	28962341	cccccc
9	27627524	27677818	15	28972287	29043702	cccccc
9	27717033	28425862	15	29105138	29857617	cccccc
9	28444681	28568429	15	29870019	30011422	cccccc
9	28608371	28793785	15	30048382	30247623	cccccc
9	28796421	29158491	15	30250246	30593195	cccccc
9	29161123	29228035	15	30594994	30660656	cccccc
9	29229559	29490878	15	30658740	30932775	cccccc
9	29512240	29724417	15	30983418	31203651	cccccc
9	29742657	30160363	15	31546685	32132043	cccccc
9	30224426	31469489	15	32201450	33505151	cccccc
9	31469488	32941579	15	33505763	34973601	cccccc
9	32965453	33649824	15	35006585	35735472	cccccc
9	33808991	33941893	15	35787704	35924557	cccccc
9	33949037	34151009	15	35928912	36131131	cccccc
9	34179167	34234270	15	36155352	36201012	cccccc
9	34189718	34270409	15	38454940	38374192	cccccc
9	34190751	34276981	15	37094767	37008221	cccccc
9	34205114	34270409	15	37833028	37907674	cccccc
9	34211758	34270409	15	38468876	38402374	cccccc
9	34211758	34270409	15	38354769	38287136	cccccc
9	34211758	34270409	15	37249476	37330065	cccccc
9	34211758	34270409	15	37427919	37498560	cccccc
9	34211758	34270409	15	38121767	38064283	cccccc
9	34211758	34277324	15	38104214	38020689	cccccc
9	34211758	34311097	15	37151283	37034097	cccccc
9	34211760	34270409	15	38493360	38429170	cccccc
9	34211760	34270409	15	38491050	38425705	cccccc
9	34211760	34311097	15	38555728	38455000	cccccc
9	34211761	34270408	15	37587626	37651117	cccccc
9	34211761	34270409	15	37389114	37453053	cccccc
9	34211761	34270409	15	37234933	37294960	cccccc
9	34213073	34508128	15	38634874	38898076	cccccc
9	34215610	34270409	15	37546094	37612314	cccccc
9	34218262	34270409	15	37248588	37303507	cccccc
9	34223773	34320274	15	37175304	37098265	cccccc
9	34224139	34318056	15	37746663	37660590	cccccc
9	34224363	34311097	15	36451584	36335778	cccccc
9	34226236	34311097	15	37387650	37464411	cccccc
9	34235480	34318056	15	37919869	38027519	cccccc
9	34236458	34297496	15	36622067	36557168	cccccc
9	34508290	35238133	15	38904446	39647724	cccccc
9	35318864	35495123	15	39737836	39913304	cccccc
9	35496378	36742938	15	39917096	41216536	cccccc
9	36743086	37392514	15	41217089	41845894	cccccc
9	37403307	37509792	15	41862560	41963584	cccccc
9	37563810	37880132	15	41983602	42285088	cccccc
9	37882474	37966445	15	42288885	42373855	cccccc
9	37966628	38019562	15	42380711	42442943	cccccc
9	38053943	38285343	15	42472153	42700198	cccccc
9	38289836	38719215	15	42700431	43153805	cccccc
9	38719327	38983935	15	43177397	43424908	cccccc
9	39118697	39393229	15	43488636	43759034	cccccc
9	39393623	39473136	15	43766949	43847875	cccccc
9	39474987	39800903	15	43852770	44171813	cccccc
9	39800901	39885226	15	44173119	44255973	cccccc
9	39951186	40244298	15	44325489	44608444	cccccc
9	40398323	40693733	15	44762357	45046791	cccccc
9	40694460	40947175	15	45054352	45324844	cccccc
9	41055677	41165278	15	45502060	45598616	cccccc
9	41216924	41279165	15	45598973	45661133	cccccc
9	41332066	41431497	15	45741510	45836728	cccccc
9	41438547	41634518	15	45836986	46039047	cccccc
9	41640920	41813576	15	46039790	46201132	cccccc
9	41871014	41928902	15	46256511	46300947	cccccc
9	41980394	42036120	15	46351342	46393360	cccccc
3	1669076	1701288	3	2165535	2198135	000000
3	2724808	2759136	3	3211636	3245964	000000
